age_A,age_B,height_A,height_B,reach_A,reach_B,stance_A,stance_B,weight_A,weight_B,won_A,won_B,lost_A,lost_B,drawn_A,drawn_B,kos_A,kos_B,result,decision,judge1_A,judge1_B,judge2_A,judge2_B,judge3_A,judge3_B
23,31,175,,182,,orthodox,orthodox,,,1,9,0,4,0,2,0,2,win_A,KO,108,101,109,100,107,102
23,21,175,,182,,orthodox,orthodox,,165,0,0,0,1,0,0,0,0,win_A,UD,,,,,,
36,20,172,177,,,orthodox,orthodox,,,29,5,2,0,3,0,13,4,win_A,UD,117,111,116,112,116,112
36,37,172,165,,,orthodox,orthodox,,122,28,27,2,5,3,0,12,11,win_A,KO,88,83,87,84,86,85
35,24,172,168,,,orthodox,orthodox,,,27,12,2,1,3,0,12,6,win_A,UD,116,112,115,112,115,112
35,35,172,163,,,orthodox,orthodox,123,123,26,11,2,8,3,1,12,10,win_A,MD,77,74,76,74,75,75
34,31,172,,,,orthodox,orthodox,124,124,25,9,2,8,3,3,12,2,win_A,UD,79,75,78,74,78,74
34,22,172,,,,orthodox,orthodox,,,24,0,2,1,3,0,11,0,win_A,KO,,,,,,
34,28,172,163,,,orthodox,orthodox,,125,23,2,2,4,3,0,10,0,win_A,TKO,,,,,,
33,32,172,163,,,orthodox,orthodox,,,22,4,2,12,3,1,9,3,win_A,KO,,,,,,
26,33,173,172,,,orthodox,orthodox,121,121,29,22,0,1,2,3,22,9,win_A,UD,118,110,119,109,119,109
32,29,172,170,,,orthodox,orthodox,,,21,22,1,6,3,1,9,9,win_A,UD,97,93,96,94,96,95
32,27,172,164,,,orthodox,orthodox,122,122,20,15,1,4,3,2,9,9,win_A,UD,99,92,98,93,96,94
31,34,172,172,,,orthodox,orthodox,,,19,26,1,13,3,8,9,9,win_A,TD,77,75,76,75,76,76
31,33,172,168,,,orthodox,orthodox,,,18,33,1,9,3,2,9,17,win_A,UD,,,,,,
31,28,172,170,,,orthodox,orthodox,,,17,20,1,5,3,1,9,8,win_A,SD,,,,,,
30,28,172,165,,,orthodox,orthodox,,,16,13,1,4,3,0,9,8,win_A,UD,,,,,,
30,28,172,178,,,orthodox,orthodox,,123,15,11,1,10,3,1,8,1,win_A,TKO,,,,,,
29,36,172,168,,,orthodox,orthodox,123,123,14,36,1,11,3,4,7,20,win_A,RTD,,,,,,
29,27,172,,,,orthodox,orthodox,,,13,8,1,3,3,1,6,3,win_A,TKO,,,,,,
28,28,172,169,,,orthodox,orthodox,,,12,6,1,2,3,1,5,3,win_A,TKO,,,,,,
28,24,172,,,,orthodox,orthodox,,,11,7,1,4,3,2,5,1,win_A,TD,,,,,,
28,28,172,171,,,orthodox,orthodox,122,122,10,7,1,5,3,1,4,3,win_A,TKO,,,,,,
27,23,172,175,,,orthodox,orthodox,,,9,8,1,4,3,3,3,1,win_A,TKO,,,,,,
27,27,172,172,,,orthodox,orthodox,,126,8,8,1,2,3,3,3,2,win_A,UD,,,,,,
27,27,172,172,,,orthodox,orthodox,,,8,8,1,2,2,2,3,2,draw,TD,,,,,,
26,23,172,175,,,orthodox,orthodox,,122,7,5,1,2,2,0,2,1,win_A,TKO,,,,,,
26,30,172,175,,,orthodox,orthodox,,,6,5,1,2,2,1,1,0,win_A,RTD,,,,,,
22,26,170,172,,,orthodox,orthodox,121,,6,6,0,0,0,2,3,1,win_A,UD,,,,,,
26,20,172,171,,,orthodox,orthodox,,122,5,5,0,1,2,0,1,2,win_A,UD,,,,,,
26,25,172,174,,,orthodox,orthodox,,,4,4,0,2,2,1,1,2,win_A,SD,,,,,,
25,25,172,,,,orthodox,orthodox,,,3,1,0,0,2,0,1,1,win_A,UD,,,,,,
19,25,166,172,,,southpaw,southpaw,,,7,3,0,0,0,1,4,1,draw,PTS,,,,,,
25,26,172,,,,orthodox,orthodox,,,2,6,0,1,1,0,1,4,win_A,MD,,,,,,
24,21,172,172,,,orthodox,orthodox,,122,2,3,0,0,0,1,1,2,draw,PTS,,,,,,
24,19,172,171,,,orthodox,orthodox,,,1,2,0,0,0,0,0,1,win_A,TKO,,,,,,
24,24,,172,,,,,,,1,0,1,0,0,0,0,0,win_B,UD,,,,,,
27,30,169,165,,168,orthodox,orthodox,125,,22,21,0,5,0,0,13,10,win_A,TKO,,,,,,
26,34,169,,,,orthodox,orthodox,,,21,10,0,18,0,2,12,1,win_A,RTD,,,,,,
26,22,169,,,,orthodox,orthodox,132,135,20,7,0,19,0,1,11,4,win_A,TKO,,,,,,
26,37,169,163,,,orthodox,orthodox,123,126,19,17,0,23,0,2,10,2,win_A,TKO,,,,,,
26,25,169,,,,orthodox,orthodox,,,18,6,0,45,0,0,9,1,win_A,TKO,,,,,,
24,23,169,171,,180,orthodox,orthodox,,,17,14,0,0,0,0,9,10,win_A,UD,119,107,120,105,117,109
24,26,169,168,,168,orthodox,orthodox,,,16,15,0,1,0,1,8,7,win_A,RTD,,,,,,
24,31,169,169,,,orthodox,orthodox,,122,15,9,0,3,0,1,8,3,win_A,UD,117,111,118,110,120,108
23,22,169,,,,orthodox,orthodox,,,14,16,0,0,0,0,7,5,win_A,TKO,,,,,,
23,30,169,160,,,orthodox,orthodox,124,,13,22,0,8,0,1,6,11,win_A,TKO,,,,,,
22,32,169,166,,,orthodox,orthodox,,,12,15,0,2,0,0,5,7,win_A,TKO,,,,,,
22,24,169,170,,,orthodox,orthodox,,,11,14,0,3,0,1,4,7,win_A,TKO,,,,,,
21,34,169,163,,,orthodox,orthodox,121,,10,36,0,8,0,0,4,15,win_A,UD,120,109,118,111,118,110
21,27,169,165,,,orthodox,orthodox,,,9,11,0,16,0,2,3,2,win_A,TKO,,,,,,
21,40,169,170,,,orthodox,orthodox,,,8,25,0,4,0,0,2,9,win_A,TKO,,,,,,
21,21,169,,,,orthodox,orthodox,,134,7,2,0,36,0,2,2,2,win_A,PTS,,,60,54,,
21,38,169,170,,,orthodox,orthodox,,144,6,6,0,64,0,0,2,2,win_A,PTS,,,40,36,,
21,27,169,168,,,orthodox,orthodox,,,5,6,0,15,0,1,2,1,win_A,PTS,,,40,36,,
20,27,169,170,,,orthodox,orthodox,,129,4,1,0,1,0,0,1,0,win_A,KO,,,,,,
20,26,169,163,,,orthodox,orthodox,,125,3,5,0,5,0,0,1,0,win_A,PTS,,,60,55,,
20,21,169,170,,,orthodox,orthodox,,131,2,3,0,2,0,0,0,0,win_A,TKO,,,,,,
19,20,169,,,,orthodox,orthodox,,,1,1,0,6,0,1,0,1,win_A,PTS,,,40,36,,
19,41,169,163,,,orthodox,orthodox,,119,0,11,0,87,0,3,0,1,win_A,PTS,,,40,36,,
28,35,,167,,178,orthodox,orthodox,,,11,41,2,5,0,4,7,14,win_A,KO,,,,,,
27,27,,180,,184,orthodox,orthodox,167,,11,23,1,1,0,0,7,18,win_B,TKO,,,,,,
35,27,178,,180,,orthodox,orthodox,166,,31,10,4,1,0,0,16,6,win_B,KO,9,10,9,10,9,10
29,26,188,,,,orthodox,orthodox,,,9,9,4,1,0,0,4,5,win_B,KO,66,67,65,69,64,69
25,32,,,,,orthodox,orthodox,,162,8,18,1,7,0,1,4,13,win_A,TKO,,,,,,
23,25,183,,183,,orthodox,orthodox,,,8,8,0,0,0,0,3,4,win_A,UD,96,95,96,94,96,95
24,36,,183,,185,orthodox,orthodox,,,7,6,0,26,0,0,3,2,win_A,KO,30,27,30,27,30,27
24,30,,180,,190,orthodox,orthodox,,,6,15,0,11,0,3,3,10,win_A,UD,79,74,78,74,78,74
24,28,,180,,186,orthodox,orthodox,,,5,21,0,6,0,0,3,16,win_A,UD,79,74,77,75,78,74
24,38,,174,,,orthodox,orthodox,168,,4,15,0,42,0,3,2,7,win_A,TKO,,,,,,
25,24,,,,,,,,,12,3,5,0,0,0,1,2,win_B,MD,56,58,54,60,57,57
21,34,,,,,orthodox,orthodox,166,167,2,2,0,14,0,0,2,0,win_A,UD,40,36,40,36,39,37
20,31,,,,,orthodox,orthodox,,,1,3,0,2,0,0,1,3,win_A,TKO,10,9,10,9,10,9
19,20,,,,,orthodox,orthodox,,169,0,0,0,0,0,0,0,0,win_A,TKO,10,9,10,9,9,10
,27,,163,,168,,,,,7,13,1,8,0,4,4,10,win_A,TKO,,,,,,
,31,,,,,,,,,6,2,1,10,0,2,3,2,win_A,TKO,,,,,,
,37,,161,,170,,,,,5,52,1,10,0,0,3,30,win_A,UD,78,72,80,71,79,72
,20,,,,,,,,,4,9,1,0,0,0,3,3,win_A,UD,78,75,77,76,78,75
,22,,,,,,,,,3,9,1,0,0,0,3,2,win_A,MD,74,72,77,74,74,74
,26,,,,,,,112,,2,0,1,0,0,0,2,0,win_A,TKO,,,,,,
,,,,,,,,,118,7,1,0,1,0,0,3,1,win_B,TKO,,,,,,
,,,,,,,,,,0,1,1,0,0,0,0,0,win_A,TKO,,,,,,
21,,,,,,southpaw,southpaw,115,113,5,0,0,0,0,0,1,0,win_A,SD,38,37,36,39,38,37
26,32,180,165,193,174,orthodox,orthodox,,134,19,38,0,2,0,1,14,20,win_A,UD,116,112,120,108,120,108
31,29,165,175,174,177,southpaw,southpaw,,,37,24,2,1,1,0,20,22,win_A,SD,116,112,115,113,112,116
30,31,178,165,175,174,southpaw,southpaw,,,15,36,0,2,0,1,8,19,win_B,TKO,,,,,,
29,30,180,165,185,174,orthodox,orthodox,,,23,36,0,1,0,1,13,19,win_A,UD,119,109,116,112,116,112
30,28,165,173,174,186,southpaw,southpaw,136,133,35,27,1,4,1,3,18,21,win_A,TKO,,,,,,
29,30,165,168,174,,southpaw,southpaw,,,34,21,1,4,1,2,18,21,win_A,UD,79,73,79,73,79,73
29,31,165,178,174,173,southpaw,southpaw,135,,33,27,1,6,1,1,17,17,win_A,TKO,,,,,,
27,28,178,165,183,174,orthodox,orthodox,,,33,33,3,0,0,1,13,17,win_A,UD,119,110,115,113,116,112
28,31,165,170,174,178,southpaw,southpaw,,,32,23,0,3,1,2,16,17,win_A,TKO,,,,,,
35,27,166,165,,174,orthodox,orthodox,,,25,31,1,0,0,1,12,16,win_B,DQ,92,98,92,100,91,100
27,29,165,178,174,,southpaw,southpaw,,,30,25,0,3,1,1,16,10,win_A,UD,117,107,118,108,118,108
27,29,165,170,174,,southpaw,southpaw,,,29,9,0,4,1,1,16,9,win_A,UD,80,72,80,73,80,73
26,37,165,169,174,,southpaw,southpaw,,139,28,22,0,0,1,2,16,10,win_A,UD,117,111,117,113,117,112
26,29,165,175,174,,southpaw,southpaw,139,,27,34,0,2,1,0,15,9,win_A,RTD,67,66,67,66,68,65
26,35,165,170,174,170,southpaw,southpaw,140,,26,52,0,7,1,0,14,31,win_A,RTD,,,,,,
25,25,165,,174,,southpaw,southpaw,,139,25,18,0,9,1,0,13,7,win_A,TKO,,,,,,
36,25,169,165,,174,orthodox,orthodox,140,,20,25,0,0,0,0,9,13,draw,MD,114,114,115,113,114,114
25,28,165,165,174,,southpaw,southpaw,,,24,19,0,5,0,0,13,14,win_A,UD,79,73,79,73,80,72
25,33,165,173,174,185,southpaw,southpaw,,,23,22,0,24,0,0,12,14,win_A,RTD,,,,,,
25,24,165,165,174,,southpaw,southpaw,,140,22,1,0,8,0,1,11,0,win_A,KO,,,,,,
24,35,165,173,174,185,southpaw,southpaw,,,21,30,0,14,0,5,11,18,win_A,UD,117,111,116,112,116,112
24,29,165,170,174,,southpaw,southpaw,,145,20,17,0,8,0,2,10,10,win_A,TKO,,,,,,
23,33,165,170,174,183,southpaw,southpaw,,,19,23,0,7,0,0,9,10,win_A,TKO,,,,,,
23,36,165,175,174,173,southpaw,southpaw,,140,18,57,0,22,0,2,9,41,win_A,UD,78,75,79,73,80,73
23,23,165,,174,,southpaw,southpaw,,,17,30,0,11,0,2,8,19,win_A,TKO,,,,,,
23,35,165,170,174,170,southpaw,southpaw,140,,16,55,0,9,0,1,8,38,win_A,TD,60,54,60,54,60,54
23,26,165,175,174,,southpaw,southpaw,141,,15,14,0,4,0,0,7,13,win_A,TKO,,,,,,
22,27,165,,174,,southpaw,southpaw,140,140,14,16,0,3,0,0,7,5,win_A,UD,99,91,99,91,98,93
22,21,165,174,174,,southpaw,southpaw,144,,13,1,0,3,0,1,6,0,win_A,RTD,,,,,,
22,27,165,170,174,,southpaw,southpaw,,,12,5,0,6,0,2,5,3,win_A,KO,,,,,,
22,27,165,180,174,,southpaw,southpaw,141,,11,11,0,8,0,0,4,5,win_A,TKO,,,,,,
21,30,165,,174,,southpaw,southpaw,140,,10,20,0,1,0,2,4,16,win_A,UD,80,72,80,72,80,73
21,25,165,,174,,southpaw,southpaw,140,139,9,1,0,2,0,0,3,1,win_A,TKO,,,,,,
26,21,170,165,,174,orthodox,orthodox,,,0,8,3,0,0,0,0,2,win_B,RTD,,,,,,
20,32,165,,174,,southpaw,southpaw,147,,7,21,0,25,0,1,2,7,win_A,UD,,,,,,
19,,165,,174,,southpaw,southpaw,,,6,1,0,2,0,0,1,0,win_A,KO,,,,,,
19,27,165,,174,,southpaw,southpaw,,,5,16,0,7,0,0,1,5,win_A,UD,,,,,,
19,22,165,172,174,,southpaw,southpaw,147,,4,2,0,5,0,0,0,0,win_A,TKO,,,,,,
19,22,165,,174,,southpaw,southpaw,,,3,12,0,8,0,1,0,5,win_A,UD,,,,,,
18,30,165,,174,,southpaw,southpaw,,,2,19,0,20,0,1,0,6,win_A,UD,,,,,,
18,19,165,,174,,southpaw,southpaw,140,140,1,0,0,0,0,0,0,0,win_A,UD,,,,,,
18,,165,,174,,southpaw,southpaw,,,0,0,0,0,0,0,0,0,win_A,UD,,,,,,
27,30,185,178,194,175,orthodox,orthodox,156,,24,20,2,5,0,0,20,14,win_A,UD,80,71,78,73,78,73
26,26,185,185,194,194,orthodox,orthodox,,153,19,24,0,1,0,0,13,20,win_A,TKO,77,75,77,75,76,76
30,25,178,185,,194,orthodox,orthodox,,,27,23,1,1,0,0,20,19,win_B,TKO,,,,,,
25,29,185,175,194,183,orthodox,orthodox,,,22,28,1,3,0,0,18,20,win_A,TKO,,,,,,
25,30,185,178,194,183,orthodox,orthodox,156,,21,20,1,2,0,0,18,7,win_A,UD,98,92,100,90,98,92
24,28,185,191,194,188,orthodox,orthodox,,,21,23,0,2,0,1,18,13,win_B,TKO,,,,,,
24,36,185,170,194,,orthodox,orthodox,,153,20,20,0,6,0,0,17,11,win_A,TKO,,,,,,
24,28,185,173,194,183,orthodox,orthodox,,156,19,23,0,5,0,1,16,12,win_A,TKO,,,,,,
24,29,185,177,194,194,orthodox,orthodox,,156,18,22,0,3,0,1,15,21,win_A,TKO,,,,,,
23,43,185,183,194,183,orthodox,orthodox,158,159,17,56,0,10,0,1,14,34,win_A,TKO,,,,,,
23,43,185,178,194,185,orthodox,orthodox,151,,16,30,0,17,0,0,13,16,win_A,TKO,,,,,,
23,24,185,175,194,,orthodox,orthodox,154,151,15,6,0,2,0,0,12,3,win_A,TKO,,,,,,
23,38,185,183,194,188,orthodox,orthodox,,162,14,20,0,27,0,2,11,13,win_A,RTD,,,,,,
22,30,185,173,194,,orthodox,orthodox,154,153,13,2,0,2,0,0,10,2,win_A,TKO,,,,,,
22,40,185,170,194,,orthodox,orthodox,,157,12,27,0,23,0,4,9,10,win_A,KO,,,,,,
22,36,185,,194,,orthodox,orthodox,,153,11,2,0,0,0,0,8,2,win_A,KO,,,,,,
22,28,185,175,194,,orthodox,orthodox,,,10,21,0,11,0,3,8,5,win_A,UD,,,60,54,60,54
22,28,185,,194,,orthodox,orthodox,,153,9,2,0,6,0,0,8,2,win_A,UD,60,54,60,54,60,54
21,31,185,,194,,orthodox,orthodox,,,8,15,0,11,0,0,8,11,win_A,UD,80,72,80,72,79,73
21,36,185,,194,,orthodox,orthodox,,,7,10,0,5,0,2,7,1,win_A,TKO,,,,,,
21,36,185,180,194,,orthodox,orthodox,,,6,11,0,9,0,0,6,7,win_A,TKO,,,,,,
21,28,185,178,194,,orthodox,orthodox,153,,5,3,0,2,0,2,5,2,win_A,TKO,,,,,,
21,19,185,,194,,orthodox,orthodox,154,,4,10,0,4,0,1,4,7,win_A,KO,,,,,,
21,18,185,,194,,orthodox,orthodox,,,3,0,0,0,0,0,3,0,win_A,TKO,,,,,,
20,20,185,,194,,orthodox,orthodox,155,155,2,0,0,0,0,0,2,0,win_A,RTD,,,,,,
20,25,185,,194,,orthodox,orthodox,155,154,1,0,0,2,0,0,1,0,win_A,TKO,,,,,,
20,41,185,,194,,orthodox,orthodox,,,0,3,0,4,0,1,0,1,win_A,TKO,,,,,,
27,29,,172,,178,orthodox,orthodox,,,15,18,0,1,0,0,11,6,win_B,TKO,,,,,,
29,38,172,168,178,,orthodox,orthodox,,146,17,20,1,20,0,2,6,5,win_A,UD,59,55,59,55,60,54
29,21,172,170,178,,orthodox,orthodox,,,16,11,1,2,0,0,5,8,win_A,TKO,59,53,59,53,59,53
28,34,172,,178,,orthodox,orthodox,,,15,7,1,5,0,0,4,5,win_A,RTD,50,45,50,45,50,45
28,30,172,169,178,,orthodox,orthodox,,141,14,11,1,25,0,5,4,2,win_A,UD,60,53,60,53,59,54
39,28,173,172,173,178,orthodox,orthodox,,,48,13,14,1,2,0,22,4,win_B,UD,93,98,94,96,94,96
27,38,172,173,178,173,orthodox,orthodox,,,13,46,0,14,0,2,4,21,win_B,TKO,,,,,,
27,39,172,,178,,orthodox,orthodox,,,12,19,0,7,0,1,3,1,win_A,TKO,20,18,20,18,20,18
27,31,172,170,178,,orthodox,orthodox,,,11,18,0,13,0,5,3,9,win_A,UD,98,89,96,92,97,91
28,26,170,172,178,178,southpaw,southpaw,139,,10,10,0,0,1,0,3,2,win_B,KO,,,,,,
26,25,172,,178,,orthodox,orthodox,145,,9,12,0,6,0,1,2,6,win_A,UD,80,73,79,73,80,72
26,26,172,175,178,,orthodox,orthodox,142,140,8,6,0,3,0,1,1,1,win_A,TKO,30,26,30,26,30,26
26,28,172,167,178,,orthodox,orthodox,,,7,10,0,15,0,2,1,4,win_A,UD,79,73,79,73,79,73
25,26,172,170,178,,orthodox,orthodox,,,6,8,0,4,0,1,1,0,win_A,UD,80,72,79,73,79,73
25,25,172,,178,,orthodox,orthodox,,,5,10,0,2,0,2,1,1,win_A,UD,60,54,58,56,60,54
25,27,172,169,178,,orthodox,orthodox,142,139,4,10,0,17,0,2,1,1,win_A,UD,60,54,59,55,59,56
25,27,172,,178,,orthodox,orthodox,,,3,13,0,11,0,4,1,4,win_A,UD,60,54,60,54,60,54
25,24,172,176,178,,orthodox,orthodox,,,2,16,0,13,0,1,0,8,win_A,KO,10,9,10,9,9,10
24,24,172,,178,,orthodox,orthodox,141,,1,3,0,0,0,0,0,2,win_A,PTS,,,39,37,,
24,31,172,172,178,,orthodox,orthodox,,,0,8,0,34,0,4,0,3,win_A,UD,40,36,40,36,40,36
29,31,183,,188,,southpaw,southpaw,,,20,28,2,9,0,5,19,24,win_A,KO,,,,,,
29,33,183,,188,,southpaw,southpaw,,,19,7,2,11,0,0,18,4,win_A,KO,,,,,,
33,28,191,183,188,188,orthodox,orthodox,,199,26,19,2,1,1,0,16,18,win_A,TKO,,,,,,
27,27,183,180,188,184,southpaw,southpaw,193,,18,16,1,1,0,0,17,10,win_A,KO,95,96,95,95,94,97
26,31,183,182,188,,southpaw,southpaw,,,17,10,1,12,0,1,16,5,win_A,TKO,30,26,30,25,30,24
26,45,183,175,188,191,southpaw,southpaw,,,16,54,1,18,0,2,15,37,win_A,TKO,,,,,,
26,38,183,,188,,southpaw,southpaw,,,15,20,1,0,0,0,14,20,win_A,KO,,,,,,
25,31,183,188,188,200,southpaw,southpaw,,,14,22,1,1,0,0,13,16,win_A,KO,,,,,,
28,25,188,183,,188,orthodox,orthodox,,198,21,13,0,1,0,0,15,13,win_B,MD,113,115,114,114,114,115
25,23,183,186,188,196,southpaw,southpaw,,,12,9,1,0,0,1,12,7,win_A,TKO,20,18,20,18,20,18
25,20,183,,188,,southpaw,southpaw,,,11,12,1,0,0,0,11,9,win_A,TKO,,,,,,
24,32,183,180,188,191,southpaw,southpaw,200,,10,14,1,5,0,0,10,14,win_A,TKO,,,,,,
23,34,183,184,188,188,southpaw,southpaw,192,,9,23,1,1,0,0,9,19,win_A,TKO,110,90,110,90,110,90
23,37,183,,188,,southpaw,southpaw,,,8,2,1,8,0,2,8,0,win_A,KO,,,,,,
23,,183,,188,,southpaw,southpaw,,228,7,1,1,1,0,0,7,1,win_A,KO,,,,,,
22,31,183,194,188,,southpaw,southpaw,201,231,6,10,1,3,0,0,6,7,win_A,TKO,,,,,,
22,26,183,186,188,,southpaw,southpaw,189,,5,0,1,1,0,0,5,0,win_A,TKO,,,,,,
22,,183,,188,,southpaw,southpaw,,,4,3,1,4,0,0,4,2,win_A,TKO,,,,,,
22,26,183,,188,,southpaw,southpaw,188,,3,5,1,6,0,0,3,4,win_A,TKO,,,,,,
32,21,185,183,,188,,,,,6,2,3,1,0,0,5,2,win_B,TKO,,,,,,
20,,183,,188,,southpaw,southpaw,,190,1,1,1,3,0,0,1,1,win_A,TKO,,,,,,
24,20,186,183,,188,orthodox,orthodox,,,0,0,0,1,0,0,0,0,win_B,TKO,,,,,,
20,,183,,188,,southpaw,southpaw,,,0,0,0,0,0,0,0,0,win_B,TKO,,,,,,
47,34,182,183,195,,southpaw,southpaw,204,,40,24,8,12,2,0,25,17,win_A,KO,,,,,,
46,43,182,185,195,,southpaw,southpaw,,200,39,31,8,1,2,0,24,7,win_A,TKO,,,,,,
46,29,182,190,195,,southpaw,southpaw,,,38,13,8,2,2,0,23,7,win_A,RTD,,,,,,
39,45,180,182,,195,orthodox,orthodox,,,37,37,7,8,0,2,21,23,win_B,UD,111,118,113,115,113,115
45,44,182,,195,,southpaw,southpaw,,194,36,8,8,1,2,1,22,7,win_A,KO,,,,,,
45,20,182,179,195,,southpaw,southpaw,,194,35,17,8,9,2,2,21,10,win_A,KO,,,,,,
44,41,182,180,195,,southpaw,southpaw,200,,34,14,8,7,2,2,21,11,win_A,UD,,,,,,
29,43,193,182,196,195,southpaw,southpaw,,,28,34,1,7,0,2,14,21,win_A,SD,113,115,115,113,116,113
43,30,182,182,195,,southpaw,southpaw,205,203,33,9,7,10,2,1,21,5,win_A,UD,80,71,80,71,80,71
29,43,188,182,195,195,orthodox,orthodox,,,36,33,2,6,1,2,25,21,win_A,TKO,,,,,,
42,29,182,183,195,,southpaw,southpaw,,,32,20,6,4,2,1,21,12,win_A,UD,98,92,99,92,99,91
27,42,188,182,195,195,orthodox,orthodox,,,34,32,2,5,1,2,25,21,win_A,UD,115,113,115,113,117,111
31,41,188,182,,195,southpaw,southpaw,,,23,32,2,5,0,1,20,21,draw,MD,114,114,114,114,116,113
41,38,182,,195,,southpaw,southpaw,196,,31,23,5,10,1,0,20,12,win_A,TKO,,,,,,
40,35,182,181,195,,southpaw,southpaw,198,196,30,23,5,5,1,1,19,15,win_A,TKO,,,,,,
40,31,182,180,195,,southpaw,southpaw,,,29,19,5,15,1,0,18,10,win_A,TKO,,,,,,
39,33,182,184,195,,southpaw,southpaw,199,196,29,19,4,1,1,1,18,11,win_B,RTD,,,,,,
37,36,182,193,195,193,southpaw,southpaw,,200,29,35,3,3,1,2,18,27,win_B,TKO,83,88,85,86,82,89
37,33,182,178,195,191,southpaw,southpaw,,,28,23,3,6,1,3,18,20,win_A,UD,117,111,117,111,117,111
43,37,184,182,196,195,orthodox,orthodox,,,50,27,6,3,0,1,23,18,win_B,UD,110,118,113,116,111,117
30,36,189,182,,195,orthodox,orthodox,197,,33,26,1,3,0,1,25,18,win_B,SD,112,116,116,112,111,117
36,27,182,186,195,193,southpaw,southpaw,,,25,25,3,0,1,0,17,19,win_A,TKO,,,,,,
35,27,182,185,195,,southpaw,southpaw,,,24,18,3,9,1,0,16,7,win_A,TKO,,,,,,
35,36,182,185,195,,southpaw,southpaw,,,23,30,3,6,1,0,16,22,win_A,UD,120,108,118,110,118,111
34,31,182,187,195,,southpaw,southpaw,200,,22,5,3,4,1,0,15,5,win_A,KO,,,,,,
24,34,192,182,,195,orthodox,orthodox,,,30,21,2,3,3,1,15,14,win_B,TKO,58,56,58,57,58,58
33,36,182,,195,,southpaw,southpaw,195,,20,31,3,4,1,0,14,19,win_A,UD,,,97,94,97,93
33,30,182,185,195,,southpaw,southpaw,,,19,6,3,8,1,0,13,5,win_A,KO,,,,,,
33,28,182,,195,,southpaw,southpaw,,,18,2,3,4,1,1,12,1,win_A,TKO,,,,,,
27,33,181,182,,195,orthodox,orthodox,,,5,18,0,2,0,1,4,12,win_A,UD,115,113,117,113,116,113
31,32,179,182,176,195,orthodox,orthodox,,,15,18,0,2,0,0,11,12,draw,PTS,,,,,,
32,39,182,181,195,,southpaw,southpaw,,,17,6,2,6,0,0,12,5,win_A,UD,,,,,,
31,26,182,,195,,southpaw,southpaw,,,16,2,2,0,0,0,11,1,win_A,TKO,,,,,,
31,,182,,195,,southpaw,southpaw,,,15,0,2,0,0,0,10,0,win_A,KO,,,,,,
31,,182,,195,,southpaw,southpaw,,,14,2,2,17,0,0,10,0,win_A,PTS,,,,,,
31,25,182,196,195,,southpaw,southpaw,193,,13,14,2,2,0,1,9,6,win_A,TKO,,,,,,
26,30,197,182,,195,orthodox,orthodox,189,,30,13,1,1,0,0,6,9,win_A,UD,,,,,,
27,30,,182,,195,southpaw,southpaw,189,,1,13,1,0,2,0,0,9,win_A,PTS,,,58,56,,
30,30,182,182,195,,southpaw,southpaw,190,205,12,36,0,53,0,7,8,7,win_A,TKO,,,,,,
29,26,182,180,195,,southpaw,southpaw,190,201,11,13,0,21,0,6,7,3,win_A,TKO,,,,,,
29,38,182,,195,,southpaw,southpaw,189,,10,22,0,43,0,3,6,8,win_A,KO,,,,,,
29,33,182,186,195,196,southpaw,southpaw,188,194,9,7,0,10,0,0,5,5,win_A,KO,,,,,,
28,31,182,185,195,,southpaw,southpaw,188,,8,8,0,3,0,0,5,4,win_A,PTS,,,,,,
28,34,182,,195,,southpaw,southpaw,,,7,0,0,4,0,0,4,0,win_A,TKO,,,,,,
28,,182,,195,,southpaw,southpaw,189,,6,2,0,0,0,0,3,1,win_A,KO,,,,,,
28,,182,,195,,southpaw,southpaw,188,,5,0,0,0,0,0,2,0,win_A,KO,,,,,,
27,28,182,,195,,southpaw,southpaw,,,4,3,0,1,0,1,2,3,win_A,SD,59,57,57,59,60,57
27,,182,,195,,southpaw,southpaw,189,,3,0,0,3,0,0,1,0,win_A,TKO,,,,,,
27,26,182,,195,,southpaw,southpaw,,,2,0,0,1,0,0,0,0,win_A,KO,,,,,,
27,26,188,182,,195,,,187,190,1,1,2,0,0,0,1,0,win_B,PTS,,,39,,,
26,,182,,195,,southpaw,southpaw,,,0,0,0,3,0,1,0,0,win_A,PTS,,,,,,
20,34,169,,173,,orthodox,orthodox,127,129,24,22,0,8,3,2,20,17,win_A,KO,,,,,,
19,29,169,,173,,orthodox,orthodox,129,,23,20,0,3,3,1,19,8,win_A,KO,,,,,,
19,32,169,165,173,167,orthodox,orthodox,,,22,26,0,5,3,0,18,18,win_A,KO,,,,,,
19,20,169,,173,,orthodox,orthodox,129,129,21,12,0,1,3,1,17,5,win_A,TKO,,,,,,
18,33,169,166,173,166,orthodox,orthodox,,,20,38,0,3,3,1,16,21,win_A,KO,,,,,,
18,26,169,163,173,,orthodox,orthodox,130,130,19,21,0,7,3,5,15,14,win_A,TKO,,,,,,
18,22,169,170,173,,orthodox,orthodox,129,,18,10,0,5,3,2,14,3,win_A,TKO,,,,,,
18,30,169,,173,,orthodox,orthodox,130,,17,32,0,13,3,4,13,22,win_A,KO,,,,,,
18,35,169,160,173,,orthodox,orthodox,,129,16,32,0,13,3,0,12,19,win_A,TKO,,,,,,
18,19,169,,173,,orthodox,orthodox,,,15,13,0,1,3,0,11,10,win_A,TKO,,,,,,
